Flower_Name,Color,Average_Height_cm,Scent,Bloom_Season,Petal_Shape
Marigold,Yellow,52.519338099800855,Strong,Spring,Star-shaped
Sunflower,Yellow,149.63367784209512,None,Spring,Round
Lotus,White,80.13601775446672,Strong,Winter,Round
Sunflower,Yellow,151.2910448184297,Mild,Fall,Round
Rose,,59.04933726020904,Mild,Spring,Oval
Rose,Red,55.6733888381261,Strong,Summer,Oval
Tulip,Purple,43.03828873172222,Strong,Spring,
Rose,Red,55.93587678603901,Strong,Winter,
Marigold,Orange,51.94611522695494,Mild,Winter,Star-shaped
Rose,Pink,63.88969050680448,Strong,Summer,Oval
Lavender,,38.63178072862091,Strong,Fall,Elongated
Orchid,,34.664073035930656,Mild,Spring,Oval
,Yellow,,None,Spring,Round
Tulip,Purple,48.41066681819579,Mild,Winter,Elongated
Lavender,Purple,38.141347418365,None,Summer,Elongated
Tulip,Purple,45.78355482915933,Strong,Summer,Elongated
Rose,White,55.38217701646893,Mild,Spring,Oval
Lotus,White,77.04302843885252,,Spring,Round
,Pink,59.51312128690823,Mild,Summer,Oval
Lotus,White,81.69214739249769,Strong,Spring,Round
Tulip,Yellow,45.89435479448983,Strong,Fall,Elongated
Marigold,Yellow,48.074079858622795,Strong,,Star-shaped
Daisy,Yellow,24.972547576621764,,Fall,Round
Lotus,Pink,76.3671108146126,,Winter,Round
Tulip,Red,47.3626248803849,Strong,Winter,Elongated
Sunflower,Yellow,152.65142903942737,None,Winter,Round
Orchid,Purple,27.465523168500667,Strong,Fall,Oval
Daisy,White,26.540611405108606,,,Round
Lavender,Purple,37.74113930543216,Mild,Summer,Elongated
,,61.0251583624117,Mild,Spring,Oval
,Yellow,21.69598879062554,Mild,Winter,Round
Daisy,White,,Mild,Spring,Round
Sunflower,Yellow,,Mild,Spring,Round
Marigold,Orange,54.08175083717496,Mild,Summer,Star-shaped
Orchid,White,31.6995932623036,Strong,Winter,Oval
Rose,Red,64.181756803714,None,Winter,Oval
,,76.07197003715814,None,Summer,Round
Lavender,Purple,39.144343981563935,Mild,Spring,Elongated
Orchid,Purple,32.213838881654326,Mild,Spring,Oval
,White,30.849997967647507,,Spring,Oval
Daisy,Yellow,,None,Winter,Round
Daisy,Yellow,27.967293904996872,Strong,Winter,Round
Marigold,Yellow,47.22055361341588,None,Winter,Star-shaped
Sunflower,Yellow,146.3786302928352,None,Summer,Round
Daisy,Yellow,28.213149141332387,Strong,Winter,Round
Lavender,Purple,42.12469642793026,Mild,,Elongated
Marigold,Orange,48.83059217952891,Mild,Summer,Star-shaped
Rose,White,61.258109647188554,None,Summer,Oval
Sunflower,Yellow,147.41145568800977,Strong,Fall,Round
Daisy,Yellow,28.270916591449357,None,Winter,Round
Sunflower,Yellow,146.9508926284457,Strong,,Round
Sunflower,Yellow,145.21427980071678,Mild,Fall,Round
Tulip,Yellow,40.96499447022266,Strong,Summer,Elongated
Sunflower,Yellow,151.5378751543862,Strong,Spring,Round
Orchid,White,29.272902372234256,Mild,,Oval
Rose,Pink,56.11176291522636,None,Winter,Oval
Sunflower,Yellow,149.0108545912343,,Winter,Round
Lavender,Purple,40.8046962096767,Mild,Summer,Elongated
Lavender,Purple,38.184740129293075,Strong,,Elongated
Orchid,Purple,33.66471331259756,Strong,,Oval
Lavender,Purple,36.93836419431365,None,Fall,Elongated
Lavender,Purple,38.48977557064666,,Summer,Elongated
Tulip,Yellow,,Strong,Summer,Elongated
Sunflower,Yellow,147.489093536831,Mild,Summer,Round
Marigold,Orange,48.753856774209915,Strong,Summer,Star-shaped
Daisy,Yellow,28.150568660071272,None,Spring,Round
Marigold,Orange,46.93646597615057,Mild,Spring,Star-shaped
Rose,,63.64882955228806,Mild,Summer,Oval
Orchid,,32.01759116497708,Strong,Summer,Oval
Rose,Red,55.32202212829273,None,Summer,Oval
Rose,White,58.8594553390512,Strong,Summer,Oval
Daisy,Yellow,21.1697892023228,Mild,Summer,Round
Sunflower,Yellow,150.85661453710068,Strong,Summer,Round
,Red,41.91886265468612,None,Winter,Elongated
,White,27.37447427868959,None,Fall,Oval
Rose,White,59.59399861232259,,Fall,Oval
Orchid,White,25.355408315707173,Strong,Fall,Oval
Sunflower,Yellow,153.66781803147097,None,Winter,Round
Marigold,Orange,48.98599629634212,Mild,Fall,Star-shaped
Sunflower,Yellow,152.6278044853451,None,Summer,Round
Lotus,White,77.8214957713013,None,Summer,Round
Orchid,Purple,34.03952294676668,Strong,Summer,Oval
Orchid,Purple,33.727315590303796,Mild,Summer,Oval
Marigold,Orange,46.38438622424666,Mild,,
Orchid,White,34.59237643957405,None,Fall,Oval
Marigold,Orange,45.02041800651711,Strong,Spring,Star-shaped
Tulip,Purple,43.246691422670445,Mild,Fall,Elongated
Lavender,Purple,40.232307554115835,Strong,Winter,Elongated
Rose,Pink,61.172645554932245,Mild,Fall,Oval
Tulip,Yellow,44.75907093306082,None,Fall,
Tulip,Yellow,44.58612990828267,None,Spring,Elongated
Marigold,Yellow,53.871760517899546,Mild,Spring,Star-shaped
Sunflower,Yellow,150.63112119781164,None,Winter,Round
Rose,Pink,63.8918561853963,None,Fall,Oval
Lavender,Purple,35.28373376252382,Mild,Winter,Elongated
Lotus,Pink,83.50398630266734,None,Winter,Round
Lotus,Pink,80.6534753208502,Mild,Spring,Round
Rose,,55.01424734531229,None,Spring,Oval
Rose,White,60.81252779793013,None,Spring,Oval
Daisy,White,27.568137300605244,Strong,Fall,
Rose,Pink,63.58725689961175,None,Spring,Oval
Marigold,Orange,53.78521894616457,Strong,Summer,Star-shaped
Lavender,Purple,36.064093974555135,Mild,Fall,Elongated
Marigold,Orange,54.6519133059237,Strong,Fall,Star-shaped
Sunflower,Yellow,152.4420045362249,Mild,Summer,Round
Tulip,Yellow,45.65835188822541,,Spring,Elongated
Lotus,Pink,77.7880936379381,None,Fall,Round
Marigold,Yellow,49.8978095151728,None,Summer,Star-shaped
Daisy,White,22.470599293786776,Strong,Summer,Round
,,145.66059056672162,Mild,Summer,Round
Sunflower,Yellow,151.50412746499518,None,Fall,Round
Sunflower,Yellow,145.1735836818588,Mild,,Round
Tulip,Yellow,41.75647047663183,Mild,Winter,Elongated
Lotus,White,82.05868718978716,Strong,Winter,Round
Marigold,Orange,49.203098330014335,Strong,Summer,Star-shaped
Rose,White,59.18959650862861,None,Winter,Oval
Lotus,Pink,77.07760279582189,Strong,Winter,
Daisy,Yellow,23.769371489426742,None,Spring,Round
Lavender,Purple,40.45773129872819,Mild,Fall,Elongated
Lavender,Purple,39.22794177826237,None,Spring,Elongated
Lavender,Purple,43.63184784997641,Strong,Fall,Elongated
Rose,Pink,58.44310390212415,Strong,Summer,Oval
,Yellow,154.66573224388222,Strong,Winter,Round
Lotus,White,76.49274948832425,Strong,Spring,Round
Tulip,Red,40.606761077357,Strong,Fall,Elongated
Orchid,Purple,26.112501763483493,None,Summer,Oval
Tulip,Red,45.07835433207442,None,Spring,Elongated
Marigold,Orange,45.03586127939784,Mild,Fall,Star-shaped
Marigold,,52.21160432337783,Mild,Fall,Star-shaped
Rose,White,59.483744094599544,None,Summer,Oval
Sunflower,Yellow,,Mild,Spring,Round
Orchid,White,30.508487151498095,Strong,Spring,Oval
Orchid,Purple,33.55894981291767,Strong,Fall,Oval
Orchid,White,30.659128330649082,None,Winter,Oval
Daisy,Yellow,22.94542531338997,Mild,Fall,Round
Marigold,Orange,49.60064584757042,Strong,Summer,Star-shaped
Sunflower,Yellow,154.41732841817304,Strong,Spring,Round
Rose,White,62.12762530324348,Strong,Fall,Oval
Daisy,Yellow,29.3707498236452,Strong,Spring,Round
Tulip,Red,43.90441343049859,None,Winter,Elongated
Rose,Pink,58.82230661029271,None,,Oval
,White,25.70680365415243,Mild,Fall,Oval
Tulip,Yellow,48.37492465665446,Mild,Fall,Elongated
Orchid,Purple,28.07392198969921,None,Spring,Oval
Lotus,Pink,82.51051720543596,None,Spring,Round
Lotus,Pink,78.95832202766266,None,Winter,Round
Tulip,Yellow,43.80714064442905,Mild,Summer,Elongated
Sunflower,Yellow,145.69229356624436,Strong,Fall,Round
Orchid,Purple,28.215593313655223,None,Winter,
Daisy,Yellow,24.35937260137582,Strong,Winter,Round
Marigold,Orange,51.08879850071667,Strong,Fall,Star-shaped
Daisy,Yellow,27.971312058923093,None,Summer,Round
Tulip,Yellow,42.304644933735595,None,Spring,Elongated
Rose,Pink,59.29881194434151,None,Spring,Oval
Tulip,Yellow,40.81037318392745,Strong,Winter,Elongated
Sunflower,Yellow,152.5834491702148,None,Fall,Round
Orchid,,27.02432281873271,None,Winter,Oval
Orchid,Purple,28.195204700604698,Strong,Fall,Oval
Lavender,Purple,38.736273104139464,Strong,Winter,Elongated
Orchid,Purple,32.691188242178846,None,Winter,Oval
Lavender,Purple,37.653112991854236,None,Spring,Elongated
Orchid,Purple,32.647685305472116,Strong,Summer,Oval
Orchid,Purple,25.81142255540621,Strong,Spring,Oval
Tulip,Purple,,None,Winter,Elongated
Rose,Pink,60.74838389381783,Mild,Spring,Oval
Lotus,White,84.8439921323652,Strong,Summer,Round
Sunflower,Yellow,154.3115515704358,Mild,Spring,Round
Sunflower,Yellow,151.7604133089412,,Spring,Round
Orchid,Purple,28.338236438799235,Mild,Summer,Oval
Sunflower,Yellow,,Mild,Spring,Round
Tulip,Purple,,Mild,Fall,Elongated
Lotus,White,77.04681283407457,Strong,Fall,Round
Daisy,Yellow,25.129409152015242,Mild,,Round
Daisy,Yellow,,Mild,Fall,Round
Sunflower,Yellow,148.9285657428189,Strong,Summer,Round
Lotus,Pink,78.71613087703284,None,Fall,Round
Daisy,Yellow,26.41890548204824,,Spring,Round
Lotus,White,77.75763988530889,Mild,Spring,Round
Marigold,Yellow,48.03727079210824,None,,Star-shaped
Lotus,White,83.71361281729749,Strong,Winter,Round
Marigold,Yellow,52.568294057900026,Mild,Fall,Star-shaped
Lotus,White,84.41125786598585,None,Fall,Round
Lotus,Pink,80.49690765953422,None,Fall,Round
Orchid,White,27.61460302687812,None,Spring,
Daisy,White,20.336065454020755,None,Fall,Round
Lavender,Purple,43.6649072473256,Mild,Fall,Elongated
Sunflower,Yellow,152.08488565739484,Mild,,Round
Orchid,White,31.19193610705652,None,Winter,Oval
Lavender,Purple,,None,Summer,Elongated
Rose,White,57.74659081599508,Mild,Spring,Oval
Rose,Pink,62.68195248586711,None,Summer,Oval
Tulip,Red,49.66259252260304,None,Summer,Elongated
Tulip,,46.3862005629021,None,,Elongated
,Yellow,148.60882882194068,None,Summer,Round
Tulip,Purple,44.31248301982712,None,,
Marigold,Yellow,,Strong,Summer,Star-shaped
Daisy,White,27.069852793318972,Strong,,
Marigold,Yellow,54.754010207667505,None,Winter,Star-shaped
Tulip,Purple,46.78251215989466,None,Spring,Elongated
Rose,White,58.53134441055878,Mild,Winter,Oval
Marigold,Orange,50.51576248582795,None,Winter,Star-shaped
Marigold,Orange,45.3547298160432,None,Fall,Star-shaped
Marigold,Orange,47.470839753385974,Strong,Winter,Star-shaped
Orchid,Purple,30.80643853611373,Strong,Fall,Oval
Marigold,Orange,47.51708005950702,Mild,Fall,Star-shaped
Daisy,Yellow,24.422980412500326,Mild,Winter,Round
Rose,White,64.85652115116493,None,Spring,Oval
Daisy,Yellow,22.591372593927414,Mild,Spring,Round
Marigold,Orange,47.90231160771205,None,Spring,Star-shaped
Rose,White,,Mild,Spring,Oval
,Purple,34.34325828671085,Mild,Fall,Oval
Lotus,Pink,83.56447978682783,Mild,Winter,Round
Lotus,Pink,83.68185090520497,,Fall,Round
Sunflower,Yellow,145.8804083374136,Strong,Summer,Round
Orchid,White,30.564513321049795,Mild,,Oval
Rose,Pink,57.42201982487416,Strong,Spring,Oval
Lavender,Purple,43.37403403132626,Strong,Fall,Elongated
Rose,,60.33846177615139,None,Spring,Oval
Orchid,White,34.85589220838982,None,Winter,Oval
Rose,Pink,61.506996876245715,Strong,Summer,Oval
Lavender,Purple,36.80433020096798,None,Winter,Elongated
Daisy,Yellow,27.129570571346918,Strong,Summer,Round
Lavender,Purple,43.20575245198297,Strong,Winter,Elongated
Tulip,Purple,43.84000304717322,Mild,Winter,Elongated
Sunflower,Yellow,149.27516177456025,Mild,,Round
Sunflower,Yellow,153.82637850079098,Mild,Spring,Round
Tulip,Yellow,43.96057359055004,Mild,Summer,Elongated
Orchid,Purple,32.28451523404399,None,,Oval
Lavender,Purple,42.767985414705095,None,Spring,Elongated
Marigold,Orange,47.63982278760554,Strong,Spring,Star-shaped
Tulip,Purple,42.301447805587756,Mild,Summer,Elongated
Tulip,Purple,44.19824159951288,Mild,Fall,Elongated
Sunflower,Yellow,145.3473515913649,Strong,Winter,Round
Tulip,Red,49.082386697530495,Strong,Spring,Elongated
Lavender,Purple,40.04230456483637,None,Winter,Elongated
Rose,Red,62.29615639665142,None,Fall,Oval
,Red,64.61555551025609,None,Summer,Oval
Lotus,Pink,83.25323794827683,None,Fall,Round
Rose,Pink,57.19234410425157,Mild,Fall,Oval
Sunflower,Yellow,149.8558752537454,Strong,,Round
Lavender,Purple,43.20063873775551,Mild,Summer,Elongated
Rose,White,63.57908884186406,Mild,Spring,Oval
Lavender,Purple,44.16508069900744,None,Fall,Elongated
Lotus,White,81.30510279490728,Mild,,Round
Lavender,Purple,39.62229436938484,None,Spring,Elongated
Lavender,Purple,43.8028047322407,Strong,Summer,Elongated
Sunflower,Yellow,152.33649311910594,None,,Round
Lavender,Purple,43.850586418984676,Strong,Winter,Elongated
Lavender,Purple,35.46539532050769,Mild,Spring,Elongated
Tulip,Purple,46.428441036019954,Strong,,Elongated
Orchid,White,25.63836333759268,Strong,Summer,Oval
Lotus,White,78.34326985788377,,Winter,Round
Lavender,Purple,44.700999709887796,Strong,Spring,Elongated
Rose,Red,59.71507622791758,None,Fall,Oval
Orchid,Purple,31.026402479673557,Strong,Spring,Oval
Daisy,,20.390217522452215,None,Fall,Round
Marigold,Yellow,47.26458359339631,Strong,Spring,Star-shaped
Marigold,Orange,53.96642259227381,Mild,Winter,Star-shaped
Sunflower,Yellow,148.68878158516574,Strong,Fall,Round
Marigold,Yellow,46.43492531310254,None,Fall,Star-shaped
,White,27.984492052080597,,Spring,Round
Lavender,Purple,40.90583803795373,Mild,Summer,Elongated
Orchid,White,32.17404936056058,Mild,Summer,Oval
,Orange,47.284520831890084,None,Winter,Star-shaped
Tulip,Red,45.660160781010546,Strong,Fall,Elongated
,Pink,57.37693251676025,Strong,Winter,Oval
Tulip,Red,43.48947887060527,Strong,Summer,Elongated
Marigold,Yellow,50.3884249723829,Strong,Spring,Star-shaped
,White,61.70574562300031,Mild,Spring,Oval
Marigold,Orange,49.7620867348363,None,Winter,Star-shaped
Sunflower,Yellow,150.82641757442715,Mild,Fall,Round
Marigold,Yellow,49.37196995332941,Mild,Summer,Star-shaped
Rose,Pink,56.24650616882368,Strong,,Oval
Sunflower,Yellow,147.07035575469465,Mild,Fall,Round
,Purple,36.02712857169529,Strong,Spring,Elongated
Tulip,Yellow,49.42949065367075,Strong,Winter,Elongated
Tulip,Red,42.88574887182567,Strong,Fall,Elongated
Sunflower,Yellow,145.93795504483802,,Summer,Round
Marigold,Yellow,52.21642842159183,,,Star-shaped
Lavender,Purple,35.42984564846988,None,Summer,Elongated
Lavender,Purple,40.89080824321251,Mild,Summer,Elongated
Marigold,Yellow,54.621364897126675,None,Summer,Star-shaped
Sunflower,Yellow,154.08949314793853,Strong,Summer,Round
Orchid,Purple,29.31154964407459,Strong,Spring,Oval
Tulip,Yellow,40.94971115512432,Strong,Winter,Elongated
,Red,46.625194978290864,,Spring,Elongated
Rose,Red,55.38013911524425,Strong,Spring,Oval
Daisy,White,27.08292717767451,None,Spring,
,White,62.050345351244474,None,Fall,Oval
Rose,Pink,56.01367815698596,None,Spring,Oval
Tulip,Red,40.49128432918337,Strong,Spring,Elongated
Tulip,Yellow,46.62200480673464,Mild,Spring,Elongated
,Orange,49.39403850052871,Strong,Spring,Star-shaped
Rose,White,56.02437456297711,None,Winter,Oval
Orchid,Purple,34.03036729459027,None,Summer,Oval
Sunflower,Yellow,148.1065216273036,Mild,Winter,Round
Lotus,White,81.03960985835441,None,Winter,Round
Sunflower,Yellow,,Strong,,Round
Lotus,White,75.55509775514736,None,Fall,Round
Tulip,Red,46.0319595694643,,,Elongated
,Purple,,None,Fall,Elongated
Lavender,Purple,37.51517086879014,Mild,Winter,Elongated
Tulip,Yellow,46.0989666773007,Strong,,Elongated
Orchid,White,32.66655225985212,Mild,Winter,
Lotus,Pink,75.71113305840464,,Spring,
Rose,,58.82558378715471,None,Spring,Oval
Lotus,Pink,79.54831334487918,None,Spring,Round
Sunflower,Yellow,152.2609901191502,Mild,Fall,Round
Lotus,,83.78879936533086,Strong,Winter,Round
Daisy,Yellow,28.276999272463172,Strong,Fall,Round
Lavender,Purple,40.767494263126416,,Fall,Elongated
Rose,White,58.03842266969239,Strong,Winter,
Rose,Red,63.22100685812386,None,Fall,Oval
,White,28.894776801192663,,Summer,Oval
,White,26.029114168476735,Mild,Fall,Round
Daisy,White,29.346581187577748,Mild,Summer,Round
Daisy,Yellow,25.25165836520747,Mild,Summer,Round
Marigold,Yellow,,Mild,Fall,Star-shaped
Marigold,Yellow,50.27025668292031,Mild,Winter,Star-shaped
Orchid,White,34.65700045301439,Mild,Spring,
,Yellow,153.71496550834414,Mild,Fall,Round
Orchid,Purple,28.44530402473833,Mild,Summer,Oval
,Purple,46.67252584030549,Strong,Winter,Elongated
Marigold,Yellow,49.4700297115029,Mild,Winter,Star-shaped
Marigold,Orange,53.365882144296016,Mild,Fall,Star-shaped
Orchid,Purple,31.254596288431152,None,Spring,Oval
Lotus,Pink,75.45768359382521,Strong,Fall,Round
Lavender,Purple,,None,Fall,Elongated
Lavender,Purple,38.20653211828456,Mild,Spring,Elongated
Sunflower,Yellow,150.5237425038159,Mild,Summer,Round
Lotus,Pink,84.33516120331161,Mild,Spring,Round
Sunflower,Yellow,145.4579518012957,Strong,Summer,Round
Daisy,Yellow,21.630268645222845,Strong,Fall,Round
,Pink,,Mild,Winter,Round
Tulip,Red,,Strong,Spring,Elongated
Rose,Pink,60.03313857318805,Strong,Fall,Oval
Sunflower,Yellow,146.44623888652902,,Fall,
Sunflower,Yellow,153.86540754711012,Mild,Spring,Round
Rose,White,63.38805125004274,Strong,Fall,Oval
Lotus,Pink,81.76704721033583,Strong,Winter,Round
Sunflower,Yellow,154.25227247366786,None,Winter,Round
Marigold,Orange,49.357546241910015,None,Spring,
Lotus,White,83.52092822538043,Mild,Fall,Round
Sunflower,Yellow,150.5365491992755,Strong,Spring,Round
Daisy,White,20.421822754198985,Mild,Winter,Round
Lavender,Purple,36.75782238790059,Strong,Fall,Elongated
Lavender,,,Mild,Spring,Elongated
Lavender,Purple,41.212917304403476,Strong,Fall,Elongated
Lavender,Purple,35.72064294561106,Mild,Winter,Elongated
Lotus,White,75.2774175993826,None,Winter,Round
Lavender,Purple,39.559815846460275,Strong,Summer,
Lotus,White,79.89009908353992,None,Summer,Round
Lotus,,82.69428514162165,None,Fall,Round
,Orange,52.16084373206719,None,Winter,Star-shaped
Sunflower,Yellow,146.93371536248043,Mild,,Round
,Purple,42.48731654663763,Strong,Summer,Elongated
Tulip,Red,40.06303333467735,Mild,Winter,Elongated
Rose,White,59.15359259145329,Strong,Spring,Oval
Lotus,Pink,,None,Fall,Round
Lavender,Purple,41.48304442135145,None,Winter,Elongated
Lotus,Pink,79.67113472767016,None,Winter,Round
Lotus,Pink,78.09399928364826,None,Fall,Round
Lotus,Pink,81.82315827834964,Mild,,Round
Marigold,Yellow,54.98502140686631,None,Winter,Star-shaped
Lotus,Pink,83.8575558459844,Mild,Fall,Round
Lotus,White,,None,Winter,Round
Lotus,White,84.0561378261018,None,Winter,Round
Marigold,Yellow,49.03870656968181,None,,Star-shaped
Lavender,Purple,35.72489949852819,Mild,Winter,Elongated
Tulip,,42.13213002001105,Mild,Winter,Elongated
Sunflower,Yellow,145.1578700502035,Strong,Spring,Round
Orchid,White,28.902734144470745,None,Spring,Oval
Marigold,Yellow,53.75707186351297,None,Summer,Star-shaped
Rose,Red,55.861036795203105,None,Summer,Oval
Marigold,Orange,50.76623843627265,Strong,Winter,Star-shaped
Lavender,Purple,,Strong,Spring,Elongated
Lavender,Purple,43.108712781262156,None,Winter,Elongated
Rose,White,58.5159152309766,Strong,Fall,Oval
,Yellow,40.229866485204404,Strong,Spring,Elongated
Marigold,Yellow,47.94882158599772,Mild,Winter,Star-shaped
Orchid,White,,Mild,Spring,Oval
Marigold,Orange,54.34708144131868,None,Winter,Star-shaped
Rose,White,56.66980469134016,Mild,Spring,Oval
Marigold,Orange,45.17563310946855,,,Star-shaped
Lavender,Purple,35.47657965485116,None,Summer,Elongated
Daisy,Yellow,20.88555578957435,Strong,Winter,Round
Lotus,Pink,77.7479549408722,,Summer,Round
Daisy,Yellow,28.117549523926325,Strong,Fall,Round
Orchid,Purple,32.37773241534467,Strong,Winter,Oval
Daisy,White,22.766654583970624,,Fall,Round
Daisy,White,26.585877540363917,Mild,Summer,Round
,Purple,46.247209301145425,None,Winter,Elongated
Rose,White,61.779521527468596,Mild,Winter,Oval
Tulip,Red,49.9965669287583,Mild,Summer,Elongated
Lotus,Pink,78.5760666845349,None,Fall,Round
Rose,Red,57.74389322775097,Strong,Winter,Oval
Daisy,White,24.711328951138224,Strong,Fall,Round
Daisy,White,20.834468069032184,Strong,,Round
Orchid,White,28.89016356901542,Mild,Spring,Oval
Lotus,Pink,84.72147776238812,None,Winter,Round
Daisy,White,22.946923625575103,,Winter,Round
Rose,Red,58.99377018029928,None,Summer,Oval
Sunflower,Yellow,150.85324593106498,None,Summer,Round
Marigold,Yellow,46.23552276009003,,,Star-shaped
Tulip,Yellow,45.142970871171954,,Winter,Elongated
Marigold,Yellow,53.8975753362359,,Spring,Star-shaped
Sunflower,Yellow,146.4357208386773,Mild,Summer,Round
Orchid,Purple,27.361761102283054,Strong,Fall,Oval
,White,28.77090881868703,Strong,Fall,Round
Rose,White,61.305751767707925,Mild,Spring,Oval
Sunflower,Yellow,148.30610658153907,None,Summer,Round
Rose,White,62.32646924231766,None,Winter,Oval
Lotus,Pink,75.21424505223182,None,Spring,Round
Lavender,Purple,42.678146198272216,Strong,Summer,Elongated
Daisy,Yellow,,None,,Round
Orchid,White,,Mild,Fall,Oval
Rose,Red,63.86190041039987,None,Fall,Oval
Daisy,White,24.77581051258973,Mild,Spring,Round
Sunflower,Yellow,149.9432181260035,Mild,Winter,Round
Marigold,Yellow,,None,Winter,Star-shaped
Marigold,Yellow,,None,Spring,Star-shaped
Lotus,Pink,77.81959859774997,Strong,,Round
Daisy,White,28.683889531382384,None,Winter,Round
Sunflower,Yellow,153.87631063037156,Mild,Spring,Round
Lotus,White,84.8383550455063,Strong,Fall,Round
Daisy,,25.597297872122063,None,Spring,Round
Lavender,Purple,41.5177434587753,Mild,,Elongated
Orchid,Purple,34.598430260417985,None,Summer,Oval
Rose,,64.16759301166864,None,Fall,Oval
Daisy,White,22.248704311910835,Strong,Summer,Round
Tulip,Red,44.378293673722034,None,Winter,Elongated
Lavender,Purple,35.37862170090422,Mild,Winter,Elongated
Daisy,White,23.79843224688748,Mild,Summer,Round
Orchid,Purple,30.910657745869457,None,Spring,Oval
Lotus,Pink,76.11657306491591,Strong,Spring,Round
Sunflower,Yellow,152.29387952696902,Mild,Spring,Round
Rose,Red,61.03831091279662,Mild,Spring,
Orchid,Purple,25.55943437762831,None,Winter,Oval
Tulip,Yellow,,Mild,Summer,Elongated
Marigold,Orange,51.60934000663531,None,Spring,Star-shaped
Daisy,White,26.635632065769244,None,Spring,Round
Orchid,White,26.67777286610531,Mild,Spring,Oval
Lotus,Pink,79.90190285702404,Mild,Summer,Round
,Purple,40.1825193666109,Mild,Spring,Elongated
Lotus,Pink,80.2633715372316,Strong,Spring,Round
Lavender,Purple,35.265122289266756,None,Spring,Elongated
Sunflower,,153.27521244493818,Strong,Spring,Round
Orchid,Purple,29.498000744431188,Strong,Spring,Oval
Tulip,Yellow,49.41461059076879,Mild,Fall,Elongated
Sunflower,Yellow,151.30495375305165,Mild,Spring,Round
Orchid,Purple,34.88269777413147,Mild,,Oval
Marigold,Orange,52.81312513379591,Strong,Winter,Star-shaped
Orchid,Purple,33.84631786034746,,Winter,Oval
Lotus,Pink,83.09338458550599,Strong,Summer,Round
Marigold,Yellow,53.61813027287982,None,Fall,Star-shaped
Sunflower,Yellow,150.99983289897907,Strong,Fall,Round
Rose,White,61.75053033199844,Strong,Fall,Oval
Rose,Red,61.077104992467824,Mild,Summer,Oval
,White,75.4526448722131,None,Spring,Round
Lotus,White,84.56835207773538,Strong,Spring,Round
Lavender,Purple,44.51141919915747,Mild,Winter,Elongated
Tulip,Yellow,43.661028748675484,Mild,Spring,Elongated
Lotus,,81.43202182540108,None,,Round
Tulip,,,Mild,Summer,
Lotus,White,78.10300287923342,Mild,Fall,Round
Rose,Pink,60.36388594575468,Strong,Winter,Oval
Rose,Pink,63.586965987744364,Strong,Spring,Oval
Rose,Red,56.25327154976156,Strong,Winter,Oval
Sunflower,Yellow,151.8258195933746,Mild,Fall,
Lavender,Purple,35.852642938984225,Mild,Spring,Elongated
Marigold,Orange,54.66179571194073,Mild,Fall,Star-shaped
Daisy,White,21.441057749673462,Mild,Fall,Round
Lotus,Pink,77.68572054831807,Strong,Spring,Round
Lotus,Pink,80.85636308978377,None,Spring,Round
Sunflower,Yellow,,,Summer,
Lavender,Purple,44.02738364147013,None,Winter,Elongated
,Yellow,21.730557311475216,None,Fall,Round
Orchid,White,34.25811466962086,Strong,Spring,Oval
Lavender,Purple,39.25661776850993,Mild,Spring,Elongated
Rose,Red,57.97240647959102,Strong,Spring,Oval
,,64.64086879826654,Strong,Summer,
Lotus,Pink,79.09464058346222,Mild,Summer,Round
Tulip,Purple,49.50987905465108,,Spring,Elongated
Lavender,Purple,36.324554986285065,Strong,Winter,Elongated
Rose,White,60.935297302970824,Mild,Fall,Oval
Marigold,Orange,53.03527643541282,Mild,Summer,Star-shaped
Lavender,Purple,36.615662779271055,None,Spring,Elongated
Orchid,Purple,34.64408551862334,Mild,Winter,Oval
Orchid,Purple,25.618769867881095,Strong,Spring,Oval
,White,,Strong,Winter,Oval
Marigold,Yellow,48.25963199522388,Strong,Winter,Star-shaped
Rose,Pink,61.19369389974636,None,Winter,Oval
Orchid,Purple,31.278402049723958,Mild,Fall,Oval
Daisy,Yellow,25.882609400753477,Mild,Fall,Round
Rose,Pink,63.49708223670836,Strong,Summer,
Lotus,White,84.26545728431962,Mild,Fall,Round
Rose,White,62.04284219542059,Mild,Summer,
Tulip,Yellow,48.08787358776554,,Fall,Elongated
Lavender,Purple,40.710780364087945,Strong,Winter,Elongated
Marigold,Orange,48.41978871750552,Mild,Spring,Star-shaped
Tulip,Purple,42.50603497868787,Strong,Spring,Elongated
,Purple,44.90016452531155,,Winter,Elongated
Lavender,Purple,35.54934077633744,None,Fall,Elongated
,Orange,53.98061443829485,Mild,Summer,Star-shaped
Rose,Pink,61.37130049417386,Strong,Spring,Oval
Lavender,Purple,35.167362290199435,None,Fall,Elongated
Rose,,64.33373769768481,,Summer,Oval
Tulip,,44.332858995608674,Strong,Fall,
Lotus,,82.86977880846867,None,Fall,
Daisy,Yellow,28.640570926317267,Mild,Winter,Round
Daisy,White,29.304671721582515,Strong,Winter,Round
Rose,Pink,61.08282016166506,None,Winter,Oval
Rose,Red,55.82037922592101,None,Summer,Oval
Rose,Red,61.683444468710924,Mild,Spring,Oval
Tulip,Yellow,41.43989957713042,None,Winter,Elongated
Sunflower,Yellow,149.92419817223654,None,Summer,Round
Rose,Pink,58.10513824050157,Strong,Fall,Oval
Orchid,Purple,29.721817813394,None,Winter,Oval
